ip;date;method;url;code;length;duration
192.168.1.1;2013/10/03 15:11:27;GET;/site;200;51930;713518
192.168.1.1;2013/10/03 15:11:26;GET;/site;200;11186;1371461
192.168.1.1;2013/10/03 15:11:26;GET;/site;200;11431;1410617
192.168.1.1;2013/10/03 15:11:26;GET;/site;200;10859;2050414
192.168.1.1;2013/10/03 15:11:26;GET;/site;200;10956;1972961
192.168.1.1;2013/10/03 15:11:37;GET;/site;200;11075;1249836
192.168.1.1;2013/10/03 15:11:38;GET;/site;200;11088;1309089
192.168.1.1;2013/10/03 15:11:42;GET;/site;200;10878;1956999
192.168.1.1;2013/10/03 15:11:44;GET;/site;200;11125;1345343
192.168.1.1;2013/10/03 15:11:46;GET;/site;200;11075;1295584
192.168.1.1;2013/10/03 15:11:49;GET;/site;200;10900;1357863
192.168.1.1;2013/10/03 15:11:50;GET;/site;200;11518;1288885
192.168.1.1;2013/10/03 15:11:50;GET;/site;200;11278;1223982
192.168.1.1;2013/10/03 15:11:57;GET;/site;200;11215;1329155
192.168.1.1;2013/10/03 15:11:57;GET;/site;200;11182;1866750
192.168.1.1;2013/10/03 15:12:13;GET;/site;200;11003;1341993
192.168.1.1;2013/10/03 15:12:27;GET;/site;200;51930;755712
192.168.1.1;2013/10/03 15:12:29;GET;/site;200;11276;1545383
192.168.1.1;2013/10/03 15:12:29;GET;/site;200;11362;2119373
192.168.1.1;2013/10/03 15:12:31;GET;/site;200;11276;1275724
192.168.1.1;2013/10/03 15:12:31;GET;/site;200;10888;1237415
192.168.1.1;2013/10/03 15:12:39;GET;/site;200;10957;1385199
192.168.1.1;2013/10/03 15:12:40;GET;/site;200;11173;2025815
192.168.1.1;2013/10/03 15:12:51;GET;/site;200;11106;1366462
192.168.1.1;2013/10/03 15:12:53;GET;/site;200;11127;1401900
192.168.1.1;2013/10/03 15:13:06;GET;/site;200;11518;1457550
192.168.1.1;2013/10/03 15:13:07;GET;/site;200;11276;1293478
192.168.1.1;2013/10/03 15:13:07;GET;/site;200;10888;1317844
192.168.1.1;2013/10/03 15:13:09;GET;/site;200;11521;1938384
192.168.1.1;2013/10/03 15:13:19;GET;/site;200;11443;1606543
192.168.1.1;2013/10/03 15:13:21;GET;/site;200;11013;2044705
192.168.1.1;2013/10/03 15:13:22;GET;/site;200;11086;1426857
192.168.1.1;2013/10/03 15:13:27;GET;/site;200;51930;624075
192.168.1.1;2013/10/03 15:13:36;GET;/site;200;11025;1307121
192.168.1.1;2013/10/03 15:13:41;GET;/site;200;11029;1286707
192.168.1.1;2013/10/03 15:13:44;GET;/site;200;11173;1665736
192.168.1.1;2013/10/03 15:13:45;GET;/site;200;11072;1762288
192.168.1.1;2013/10/03 15:13:48;GET;/site;200;11268;1559629
192.168.1.1;2013/10/03 15:13:55;GET;/site;200;11155;1353039
192.168.1.1;2013/10/03 15:13:57;GET;/site;200;11126;1279206
192.168.1.1;2013/10/03 15:14:03;GET;/site;200;10877;1425575
192.168.1.1;2013/10/03 15:14:11;GET;/site;200;11185;1301368
192.168.1.1;2013/10/03 15:14:18;GET;/site;200;11518;1411276
192.168.1.1;2013/10/03 15:14:24;GET;/site;200;11173;1350017
192.168.1.1;2013/10/03 15:14:26;GET;/site;200;51930;683945
192.168.1.1;2013/10/03 15:14:25;GET;/site;200;11125;1881531
192.168.1.1;2013/10/03 15:14:26;GET;/site;200;11253;1842977
192.168.1.1;2013/10/03 15:14:33;GET;/site;200;11205;1419753
192.168.1.1;2013/10/03 15:14:38;GET;/site;200;11106;1588105
192.168.1.1;2013/10/03 15:14:38;GET;/site;200;11087;1494576
192.168.1.1;2013/10/03 15:14:38;GET;/site;200;10881;2197287
192.168.1.1;2013/10/03 15:14:39;GET;/site;200;11106;1426149
192.168.1.1;2013/10/03 15:15:16;GET;/site;200;10997;1319505
192.168.1.1;2013/10/03 15:15:20;GET;/site;200;11105;1908976
192.168.1.1;2013/10/03 15:15:26;GET;/site;200;51930;681244
192.168.1.1;2013/10/03 15:15:38;GET;/site;200;11153;1428979
192.168.1.1;2013/10/03 15:15:38;GET;/site;200;11559;1369315
192.168.1.1;2013/10/03 15:15:39;GET;/site;200;10881;1965583
192.168.1.1;2013/10/03 15:15:42;GET;/site;200;10878;1458296
192.168.1.1;2013/10/03 15:15:54;GET;/site;200;10835;1866799
192.168.1.1;2013/10/03 15:15:57;GET;/site;200;11153;1255986
192.168.1.1;2013/10/03 15:15:59;GET;/site;200;10949;1241937
192.168.1.1;2013/10/03 15:15:59;GET;/site;200;10842;1219124
192.168.1.1;2013/10/03 15:16:02;GET;/site;200;11443;1263372
192.168.1.1;2013/10/03 15:16:04;GET;/site;200;10910;1316452
192.168.1.1;2013/10/03 15:16:07;GET;/site;200;10880;1332406
192.168.1.1;2013/10/03 15:16:08;GET;/site;200;10834;1784904
192.168.1.1;2013/10/03 15:16:15;GET;/site;200;11101;1324640
192.168.1.1;2013/10/03 15:16:16;GET;/site;200;10842;1305253
192.168.1.1;2013/10/03 15:16:27;GET;/site;200;51930;684493
192.168.1.1;2013/10/03 15:16:28;GET;/site;200;11180;1883629
192.168.1.1;2013/10/03 15:16:37;GET;/site;200;10842;1797483
192.168.1.1;2013/10/03 15:16:42;GET;/site;200;10802;1863793
192.168.1.1;2013/10/03 15:16:49;GET;/site;200;11086;1351909
192.168.1.1;2013/10/03 15:16:51;GET;/site;200;11257;1303188
192.168.1.1;2013/10/03 15:16:58;GET;/site;200;10997;1411135
192.168.1.1;2013/10/03 15:16:59;GET;/site;200;11490;1346434
192.168.1.1;2013/10/03 15:17:01;GET;/site;200;10906;1294373
192.168.1.1;2013/10/03 15:17:02;GET;/site;200;11151;1270624
192.168.1.1;2013/10/03 15:17:06;GET;/site;200;11629;1224087
192.168.1.1;2013/10/03 15:17:12;GET;/site;200;11130;1868450
192.168.1.1;2013/10/03 15:17:16;GET;/site;200;11219;1256253
192.168.1.1;2013/10/03 15:17:24;GET;/site;200;10827;1822480
192.168.1.1;2013/10/03 15:17:27;GET;/site;200;51930;655210
192.168.1.1;2013/10/03 15:17:43;GET;/site;200;10866;1912152
192.168.1.1;2013/10/03 15:17:48;GET;/site;200;11225;1310562
192.168.1.1;2013/10/03 15:17:49;GET;/site;200;11140;1270990
192.168.1.1;2013/10/03 15:17:49;GET;/site;200;11003;1290718
192.168.1.1;2013/10/03 15:18:04;GET;/site;200;11448;2920644
192.168.1.1;2013/10/03 15:18:05;GET;/site;200;11182;2833588
192.168.1.1;2013/10/03 15:18:09;GET;/site;200;10880;4436808
192.168.1.1;2013/10/03 15:18:16;GET;/site;200;11209;2858097
192.168.1.1;2013/10/03 15:18:27;GET;/site;200;51930;2553063
192.168.1.1;2013/10/03 15:18:35;GET;/site;200;11008;1247424
192.168.1.1;2013/10/03 15:18:35;GET;/site;200;10910;1275025
192.168.1.1;2013/10/03 15:18:42;GET;/site;200;11159;1454511
192.168.1.1;2013/10/03 15:18:54;GET;/site;200;11031;2067489
192.168.1.1;2013/10/03 15:19:02;GET;/site;200;10843;1490326
192.168.1.1;2013/10/03 15:19:03;GET;/site;200;10878;1392192
192.168.1.1;2013/10/03 15:19:08;GET;/site;200;11195;1285450
192.168.1.1;2013/10/03 15:19:15;GET;/site;200;11242;1288964
192.168.1.1;2013/10/03 15:19:20;GET;/site;200;11186;1221025
192.168.1.1;2013/10/03 15:19:20;GET;/site;200;11167;1864871
192.168.1.1;2013/10/03 15:19:21;GET;/site;200;10842;1324100
192.168.1.1;2013/10/03 15:19:24;GET;/site;200;11010;1269321
192.168.1.1;2013/10/03 15:19:26;GET;/site;200;51930;606651
192.168.1.1;2013/10/03 15:19:27;GET;/site;200;11079;1211859
192.168.1.1;2013/10/03 15:19:30;GET;/site;200;11092;1231673
192.168.1.1;2013/10/03 15:19:39;GET;/site;200;10947;2119986
192.168.1.1;2013/10/03 15:19:40;GET;/site;200;11182;1428024
192.168.1.1;2013/10/03 15:19:42;GET;/site;200;10877;1324386
192.168.1.1;2013/10/03 15:19:45;GET;/site;200;10949;1574374
192.168.1.1;2013/10/03 15:19:47;GET;/site;200;10804;1379528
192.168.1.1;2013/10/03 15:19:50;GET;/site;200;10949;1211340
192.168.1.1;2013/10/03 15:19:51;GET;/site;200;11086;1412979
192.168.1.1;2013/10/03 15:19:53;GET;/site;200;11176;1958550
192.168.1.1;2013/10/03 15:19:56;GET;/site;200;11431;1225807
192.168.1.1;2013/10/03 15:20:02;GET;/site;200;11176;1388276
192.168.1.1;2013/10/03 15:20:10;GET;/site;200;10878;1405905
192.168.1.1;2013/10/03 15:20:16;GET;/site;200;11151;1259501
192.168.1.1;2013/10/03 15:20:19;GET;/site;200;11215;1332418
192.168.1.1;2013/10/03 15:20:21;GET;/site;200;11255;1254762
192.168.1.1;2013/10/03 15:20:22;GET;/site;200;10911;1257419
192.168.1.1;2013/10/03 15:20:26;GET;/site;200;51930;629875
192.168.1.1;2013/10/03 15:20:28;GET;/site;200;10881;1234539
192.168.1.1;2013/10/03 15:20:28;GET;/site;200;11121;1219836
192.168.1.1;2013/10/03 15:20:30;GET;/site;200;11092;1852207
192.168.1.1;2013/10/03 15:20:41;GET;/site;200;11088;1228812
192.168.1.1;2013/10/03 15:20:44;GET;/site;200;10837;1309805
192.168.1.1;2013/10/03 15:20:51;GET;/site;200;11017;1351797
192.168.1.1;2013/10/03 15:20:55;GET;/site;200;11072;1305800
192.168.1.1;2013/10/03 15:20:58;GET;/site;200;11072;1335258
192.168.1.1;2013/10/03 15:21:10;GET;/site;200;11518;1297952
192.168.1.1;2013/10/03 15:21:12;GET;/site;200;11072;1274578
192.168.1.1;2013/10/03 15:21:16;GET;/site;200;11149;1244785
192.168.1.1;2013/10/03 15:21:18;GET;/site;200;11072;1232104
192.168.1.1;2013/10/03 15:21:19;GET;/site;200;11246;1299362
192.168.1.1;2013/10/03 15:21:23;GET;/site;200;11106;1265924
192.168.1.1;2013/10/03 15:21:26;GET;/site;200;11106;1250821
192.168.1.1;2013/10/03 15:21:26;GET;/site;200;51930;651928
192.168.1.1;2013/10/03 15:21:49;GET;/site;200;10885;1925768
192.168.1.1;2013/10/03 15:21:52;GET;/site;200;11079;1246958
192.168.1.1;2013/10/03 15:22:07;GET;/site;200;11092;1844165
192.168.1.1;2013/10/03 15:22:10;GET;/site;200;10873;1275916
192.168.1.1;2013/10/03 15:22:18;GET;/site;200;11151;1218650
192.168.1.1;2013/10/03 15:22:26;GET;/site;200;51930;636753
192.168.1.1;2013/10/03 15:22:31;GET;/site;200;10859;1258096
192.168.1.1;2013/10/03 15:22:33;GET;/site;200;11188;1307627
192.168.1.1;2013/10/03 15:22:35;GET;/site;200;11215;1264672
192.168.1.1;2013/10/03 15:22:36;GET;/site;200;11087;1235764
192.168.1.1;2013/10/03 15:22:44;GET;/site;200;11068;1332636
192.168.1.1;2013/10/03 15:22:45;GET;/site;200;10867;1283946
192.168.1.1;2013/10/03 15:22:47;GET;/site;200;10823;1319522
192.168.1.1;2013/10/03 15:22:47;GET;/site;200;11378;1282491
192.168.1.1;2013/10/03 15:22:56;GET;/site;200;11123;1315421
192.168.1.1;2013/10/03 15:23:06;GET;/site;200;10834;1320553
192.168.1.1;2013/10/03 15:23:20;GET;/site;200;10997;1526038
192.168.1.1;2013/10/03 15:23:27;GET;/site;200;51930;728277
192.168.1.1;2013/10/03 15:23:29;GET;/site;200;11004;1468413
192.168.1.1;2013/10/03 15:23:31;GET;/site;200;11086;1305696
192.168.1.1;2013/10/03 15:23:31;GET;/site;200;10845;1891380
192.168.1.1;2013/10/03 15:23:32;GET;/site;200;11310;1875828
192.168.1.1;2013/10/03 15:23:35;GET;/site;200;11121;1381378
192.168.1.1;2013/10/03 15:23:38;GET;/site;200;11559;1192137
192.168.1.1;2013/10/03 15:23:38;GET;/site;200;11072;1151598
192.168.1.1;2013/10/03 15:23:41;GET;/site;200;11438;1321491
192.168.1.1;2013/10/03 15:23:58;GET;/site;200;11219;1359221
192.168.1.1;2013/10/03 15:24:06;GET;/site;200;11140;1311768
192.168.1.1;2013/10/03 15:24:16;GET;/site;200;11126;1284544
192.168.1.1;2013/10/03 15:24:16;GET;/site;200;10987;1268765
192.168.1.1;2013/10/03 15:24:18;GET;/site;200;11153;1285426
192.168.1.1;2013/10/03 15:24:21;GET;/site;200;10842;1280643
192.168.1.1;2013/10/03 15:24:27;GET;/site;200;51930;778901
192.168.1.1;2013/10/03 15:24:31;GET;/site;200;10880;1436456
192.168.1.1;2013/10/03 15:24:34;GET;/site;200;10860;1268932
192.168.1.1;2013/10/03 15:24:40;GET;/site;200;10845;1300010
192.168.1.1;2013/10/03 15:24:54;GET;/site;200;10823;1279169
192.168.1.1;2013/10/03 15:25:00;GET;/site;200;11198;1285444
192.168.1.1;2013/10/03 15:25:06;GET;/site;200;11106;1960675
192.168.1.1;2013/10/03 15:25:09;GET;/site;200;10903;1337942
192.168.1.1;2013/10/03 15:25:10;GET;/site;200;11216;1313354
192.168.1.1;2013/10/03 15:25:13;GET;/site;200;10933;1674840
192.168.1.1;2013/10/03 15:25:15;GET;/site;200;11105;1652197
192.168.1.1;2013/10/03 15:25:25;GET;/site;200;10834;1336291
192.168.1.1;2013/10/03 15:25:25;GET;/site;200;11373;1324161
192.168.1.1;2013/10/03 15:25:27;GET;/site;200;51930;643869
192.168.1.1;2013/10/03 15:25:27;GET;/site;200;11293;1852675
192.168.1.1;2013/10/03 15:25:28;GET;/site;200;11198;1214964
192.168.1.1;2013/10/03 15:25:47;GET;/site;200;11215;1453164
192.168.1.1;2013/10/03 15:25:56;GET;/site;200;11431;1378924
192.168.1.1;2013/10/03 15:26:00;GET;/site;200;11086;1426472
192.168.1.1;2013/10/03 15:26:02;GET;/site;200;11065;2099188
192.168.1.1;2013/10/03 15:26:08;GET;/site;200;10890;1525130
192.168.1.1;2013/10/03 15:26:16;GET;/site;200;11121;1414616
192.168.1.1;2013/10/03 15:26:20;GET;/site;200;11106;1237388
192.168.1.1;2013/10/03 15:26:24;GET;/site;200;10888;1949460
192.168.1.1;2013/10/03 15:26:25;GET;/site;200;10842;1297870
192.168.1.1;2013/10/03 15:26:26;GET;/site;200;51930;630739
192.168.1.1;2013/10/03 15:26:27;GET;/site;200;11216;1287235
192.168.1.1;2013/10/03 15:26:29;GET;/site;200;11144;1204928
192.168.1.1;2013/10/03 15:26:50;GET;/site;200;11215;1312125
192.168.1.1;2013/10/03 15:26:51;GET;/site;200;11106;1282068
192.168.1.1;2013/10/03 15:26:54;GET;/site;200;11074;1313992
192.168.1.1;2013/10/03 15:26:58;GET;/site;200;11013;1265646
192.168.1.1;2013/10/03 15:26:59;GET;/site;200;10836;1329957
192.168.1.1;2013/10/03 15:27:08;GET;/site;200;11106;1376546
192.168.1.1;2013/10/03 15:27:10;GET;/site;200;10825;1895911
192.168.1.1;2013/10/03 15:27:21;GET;/site;200;11083;1786164
192.168.1.1;2013/10/03 15:27:26;GET;/site;200;11101;1254884
192.168.1.1;2013/10/03 15:27:28;GET;/site;200;11268;1259574
192.168.1.1;2013/10/03 15:27:33;GET;/site;200;11105;1345508
192.168.1.1;2013/10/03 15:27:34;GET;/site;200;10862;1285348
192.168.1.1;2013/10/03 15:27:52;GET;/site;200;11606;1288873
192.168.1.1;2013/10/03 15:28:03;GET;/site;200;11092;1485874
192.168.1.1;2013/10/03 15:28:09;GET;/site;200;10987;1305726
192.168.1.1;2013/10/03 15:28:11;GET;/site;200;11215;1618439
192.168.1.1;2013/10/03 15:28:12;GET;/site;200;10859;1596068
192.168.1.1;2013/10/03 15:28:17;GET;/site;200;11183;1862333
192.168.1.1;2013/10/03 15:28:18;GET;/site;200;11185;1270743
192.168.1.1;2013/10/03 15:28:24;GET;/site;200;10820;1832933
192.168.1.1;2013/10/03 15:28:26;GET;/site;200;51930;705972
192.168.1.1;2013/10/03 15:28:27;GET;/site;200;11105;1387170
192.168.1.1;2013/10/03 15:28:27;GET;/site;200;11151;1278236
192.168.1.1;2013/10/03 15:28:38;GET;/site;200;10824;1323751
192.168.1.1;2013/10/03 15:28:38;GET;/site;200;10839;1239276
192.168.1.1;2013/10/03 15:28:49;GET;/site;200;11069;2057145
192.168.1.1;2013/10/03 15:28:51;GET;/site;200;10843;1424393
192.168.1.1;2013/10/03 15:28:51;GET;/site;200;10834;1455193
192.168.1.1;2013/10/03 15:28:51;GET;/site;200;10834;1454282
192.168.1.1;2013/10/03 15:28:55;GET;/site;200;10862;1521275
192.168.1.1;2013/10/03 15:29:00;GET;/site;200;10859;1406560
192.168.1.1;2013/10/03 15:29:13;GET;/site;200;11268;1392112
192.168.1.1;2013/10/03 15:29:18;GET;/site;200;11216;1376769
192.168.1.1;2013/10/03 15:29:26;GET;/site;200;51930;744998
192.168.1.1;2013/10/03 15:29:27;GET;/site;200;11087;1455875
192.168.1.1;2013/10/03 15:29:38;GET;/site;200;11230;1300994
192.168.1.1;2013/10/03 15:29:38;GET;/site;200;11074;1254440
192.168.1.1;2013/10/03 15:29:45;GET;/site;200;11067;1326310
192.168.1.1;2013/10/03 15:29:50;GET;/site;200;11448;1276222
192.168.1.1;2013/10/03 15:29:54;GET;/site;200;11104;1282433
192.168.1.1;2013/10/03 15:30:07;GET;/site;200;11268;1415049
192.168.1.1;2013/10/03 15:30:09;GET;/site;200;11167;1647053
192.168.1.1;2013/10/03 15:30:21;GET;/site;200;11105;1444995
192.168.1.1;2013/10/03 15:30:22;GET;/site;200;10910;1496239
192.168.1.1;2013/10/03 15:30:27;GET;/site;200;51930;690476
192.168.1.1;2013/10/03 15:30:34;GET;/site;200;11144;2116663
192.168.1.1;2013/10/03 15:30:50;GET;/site;200;11067;1937423
192.168.1.1;2013/10/03 15:30:54;GET;/site;200;11154;1535528
192.168.1.1;2013/10/03 15:31:07;GET;/site;200;11092;1983892
192.168.1.1;2013/10/03 15:31:15;GET;/site;200;11422;2427039
192.168.1.1;2013/10/03 15:31:25;GET;/site;200;10918;2521312
192.168.1.1;2013/10/03 15:31:27;GET;/site;200;51930;1018626
192.168.1.1;2013/10/03 15:31:26;GET;/site;200;11025;1908943
192.168.1.1;2013/10/03 15:31:29;GET;/site;200;10836;2477514
192.168.1.1;2013/10/03 15:31:34;GET;/site;200;11227;1310129
192.168.1.1;2013/10/03 15:31:39;GET;/site;200;10905;1394774
192.168.1.1;2013/10/03 15:31:39;GET;/site;200;11072;1361302
192.168.1.1;2013/10/03 15:31:45;GET;/site;200;10950;2641606
192.168.1.1;2013/10/03 15:31:58;GET;/site;200;11171;2090610
192.168.1.1;2013/10/03 15:31:59;GET;/site;200;11106;2129180
192.168.1.1;2013/10/03 15:32:00;GET;/site;200;10870;2443148
192.168.1.1;2013/10/03 15:32:01;GET;/site;200;11185;2252417
192.168.1.1;2013/10/03 15:32:03;GET;/site;200;11055;2572199
192.168.1.1;2013/10/03 15:32:09;GET;/site;200;11218;3089185
192.168.1.1;2013/10/03 15:32:12;GET;/site;200;10837;1917112
192.168.1.1;2013/10/03 15:32:16;GET;/site;200;10851;1780966
192.168.1.1;2013/10/03 15:32:17;GET;/site;200;11148;1475900
192.168.1.1;2013/10/03 15:32:19;GET;/site;200;11268;1848400
192.168.1.1;2013/10/03 15:32:27;GET;/site;200;51930;675052
192.168.1.1;2013/10/03 15:32:28;GET;/site;200;10861;1752140
192.168.1.1;2013/10/03 15:32:48;GET;/site;200;10933;1542601
192.168.1.1;2013/10/03 15:32:50;GET;/site;200;11393;1426332
192.168.1.1;2013/10/03 15:32:52;GET;/site;200;11180;2195158
192.168.1.1;2013/10/03 15:32:53;GET;/site;200;10969;2910198
192.168.1.1;2013/10/03 15:32:56;GET;/site;200;10803;2265916
192.168.1.1;2013/10/03 15:33:05;GET;/site;200;10900;1423067
192.168.1.1;2013/10/03 15:33:06;GET;/site;200;10950;1463300
192.168.1.1;2013/10/03 15:33:09;GET;/site;200;11172;1530940
192.168.1.1;2013/10/03 15:33:10;GET;/site;200;10927;2218793
192.168.1.1;2013/10/03 15:33:14;GET;/site;200;10822;1888183
192.168.1.1;2013/10/03 15:33:22;GET;/site;200;10910;1279150
192.168.1.1;2013/10/03 15:33:26;GET;/site;200;51930;617901
192.168.1.1;2013/10/03 15:33:30;GET;/site;200;10836;1242415
192.168.1.1;2013/10/03 15:33:30;GET;/site;200;10836;1199627
192.168.1.1;2013/10/03 15:33:44;GET;/site;200;11144;1533736
192.168.1.1;2013/10/03 15:33:52;GET;/site;200;11345;1854793
192.168.1.1;2013/10/03 15:33:53;GET;/site;200;11105;2037336
192.168.1.1;2013/10/03 15:33:56;GET;/site;200;10827;1627711
192.168.1.1;2013/10/03 15:34:11;GET;/site;200;11182;1403206
192.168.1.1;2013/10/03 15:34:04;GET;/site;200;6528;11406696
192.168.1.1;2013/10/03 15:34:17;GET;/site;200;11091;2521173
192.168.1.1;2013/10/03 15:34:26;GET;/site;200;51930;959816
192.168.1.1;2013/10/03 15:34:31;GET;/site;200;11195;1515311
192.168.1.1;2013/10/03 15:34:35;GET;/site;200;11075;1760582
192.168.1.1;2013/10/03 15:34:35;GET;/site;200;10873;1756849
192.168.1.1;2013/10/03 15:34:39;GET;/site;200;11188;1716558
192.168.1.1;2013/10/03 15:34:47;GET;/site;200;11106;2448954
192.168.1.1;2013/10/03 15:34:52;GET;/site;200;11092;1534330
192.168.1.1;2013/10/03 15:34:53;GET;/site;200;11106;1599027
192.168.1.1;2013/10/03 15:35:02;GET;/site;200;10827;1674059
192.168.1.1;2013/10/03 15:35:02;GET;/site;200;11276;1651986
192.168.1.1;2013/10/03 15:35:04;GET;/site;200;11087;2284535
192.168.1.1;2013/10/03 15:35:05;GET;/site;200;11634;1778168
192.168.1.1;2013/10/03 15:35:09;GET;/site;200;11105;1643417
192.168.1.1;2013/10/03 15:35:12;GET;/site;200;11220;1901225
192.168.1.1;2013/10/03 15:35:12;GET;/site;200;11126;1836389
192.168.1.1;2013/10/03 15:35:13;GET;/site;200;10929;2017241
192.168.1.1;2013/10/03 15:35:14;GET;/site;200;11634;1991650
192.168.1.1;2013/10/03 15:35:14;GET;/site;200;10916;2716421
192.168.1.1;2013/10/03 15:35:16;GET;/site;200;11051;3658945
192.168.1.1;2013/10/03 15:35:23;GET;/site;200;11216;1831292
192.168.1.1;2013/10/03 15:35:24;GET;/site;200;11427;2129182
192.168.1.1;2013/10/03 15:35:27;GET;/site;200;51930;789812
192.168.1.1;2013/10/03 15:35:31;GET;/site;200;10856;2002047
192.168.1.1;2013/10/03 15:35:35;GET;/site;200;11106;1598176
192.168.1.1;2013/10/03 15:35:36;GET;/site;200;11105;1633052
192.168.1.1;2013/10/03 15:35:37;GET;/site;200;10878;1872075
192.168.1.1;2013/10/03 15:35:40;GET;/site;200;11072;2602478
192.168.1.1;2013/10/03 15:35:41;GET;/site;200;11268;2531115
192.168.1.1;2013/10/03 15:35:49;GET;/site;200;11151;1470152
192.168.1.1;2013/10/03 15:35:52;GET;/site;200;11448;2086046
192.168.1.1;2013/10/03 15:36:00;GET;/site;200;11107;2184122
192.168.1.1;2013/10/03 15:36:06;GET;/site;200;10820;1523507
192.168.1.1;2013/10/03 15:36:09;GET;/site;200;10906;1441655
192.168.1.1;2013/10/03 15:36:11;GET;/site;200;10826;1499906
192.168.1.1;2013/10/03 15:36:11;GET;/site;200;11247;1524517
192.168.1.1;2013/10/03 15:36:11;GET;/site;200;11253;1472643
192.168.1.1;2013/10/03 15:36:15;GET;/site;200;11358;1465526
192.168.1.1;2013/10/03 15:36:21;GET;/site;200;11038;1300378
192.168.1.1;2013/10/03 15:36:26;GET;/site;200;51930;644405
192.168.1.1;2013/10/03 15:36:29;GET;/site;200;11227;1285567
192.168.1.1;2013/10/03 15:36:30;GET;/site;200;11327;1330574
192.168.1.1;2013/10/03 15:36:31;GET;/site;200;11090;1266263
192.168.1.1;2013/10/03 15:36:36;GET;/site;200;11242;1257115
192.168.1.1;2013/10/03 15:36:37;GET;/site;200;11011;1965083
192.168.1.1;2013/10/03 15:36:55;GET;/site;200;10878;1316154
192.168.1.1;2013/10/03 15:36:56;GET;/site;200;11040;1198158
192.168.1.1;2013/10/03 15:37:03;GET;/site;200;11121;1301862
192.168.1.1;2013/10/03 15:37:08;GET;/site;200;10820;1333925
192.168.1.1;2013/10/03 15:37:12;GET;/site;200;11230;1296294
192.168.1.1;2013/10/03 15:37:18;GET;/site;200;11029;1268574
192.168.1.1;2013/10/03 15:37:20;GET;/site;200;10881;1819278
192.168.1.1;2013/10/03 15:37:21;GET;/site;200;11448;1226061
192.168.1.1;2013/10/03 15:37:24;GET;/site;200;11092;1247927
192.168.1.1;2013/10/03 15:37:24;GET;/site;200;11121;1204359
192.168.1.1;2013/10/03 15:37:26;GET;/site;200;51930;657069
192.168.1.1;2013/10/03 15:37:29;GET;/site;200;11071;1847501
192.168.1.1;2013/10/03 15:37:37;GET;/site;200;11138;1465265
192.168.1.1;2013/10/03 15:37:48;GET;/site;200;11053;2089400
192.168.1.1;2013/10/03 15:37:53;GET;/site;200;11056;1397636
192.168.1.1;2013/10/03 15:38:03;GET;/site;200;11153;1344352
192.168.1.1;2013/10/03 15:38:05;GET;/site;200;11559;1353325
192.168.1.1;2013/10/03 15:38:06;GET;/site;200;11158;1358438
192.168.1.1;2013/10/03 15:38:26;GET;/site;200;51930;797567
192.168.1.1;2013/10/03 15:38:35;GET;/site;200;10989;1454002
192.168.1.1;2013/10/03 15:38:51;GET;/site;200;11278;1463173
192.168.1.1;2013/10/03 15:38:52;GET;/site;200;11138;1248039
192.168.1.1;2013/10/03 15:38:56;GET;/site;200;11529;1268990
192.168.1.1;2013/10/03 15:39:03;GET;/site;200;10823;1789968
192.168.1.1;2013/10/03 15:39:05;GET;/site;200;10870;1290426
192.168.1.1;2013/10/03 15:39:12;GET;/site;200;11008;1213172
192.168.1.1;2013/10/03 15:39:16;GET;/site;200;10837;1303650
192.168.1.1;2013/10/03 15:39:21;GET;/site;200;10855;1389935
192.168.1.1;2013/10/03 15:39:27;GET;/site;200;51930;656069
192.168.1.1;2013/10/03 15:39:30;GET;/site;200;10863;1459987
192.168.1.1;2013/10/03 15:39:30;GET;/site;200;11279;1999236
192.168.1.1;2013/10/03 15:39:45;GET;/site;200;11087;1322691
192.168.1.1;2013/10/03 15:39:52;GET;/site;200;10822;1331269
192.168.1.1;2013/10/03 15:39:55;GET;/site;200;11101;1274830
192.168.1.1;2013/10/03 15:39:55;GET;/site;200;11159;1245151
192.168.1.1;2013/10/03 15:40:13;GET;/site;200;11407;1311544
192.168.1.1;2013/10/03 15:40:27;GET;/site;200;51930;659175
192.168.1.1;2013/10/03 15:40:50;GET;/site;200;11118;1317370
192.168.1.1;2013/10/03 15:40:58;GET;/site;200;11155;1344818
192.168.1.1;2013/10/03 15:41:00;GET;/site;200;11155;1238712
192.168.1.1;2013/10/03 15:41:00;GET;/site;200;11086;1292832
192.168.1.1;2013/10/03 15:41:08;GET;/site;200;11086;1286502
192.168.1.1;2013/10/03 15:41:10;GET;/site;200;11086;1264906
192.168.1.1;2013/10/03 15:41:16;GET;/site;200;11053;1557783
192.168.1.1;2013/10/03 15:41:16;GET;/site;200;11216;1375298
192.168.1.1;2013/10/03 15:41:21;GET;/site;200;11358;1305067
192.168.1.1;2013/10/03 15:41:23;GET;/site;200;11126;1300781
192.168.1.1;2013/10/03 15:41:27;GET;/site;200;51930;704333
192.168.1.1;2013/10/03 15:41:28;GET;/site;200;11106;1299935
192.168.1.1;2013/10/03 15:41:28;GET;/site;200;11183;1289259
192.168.1.1;2013/10/03 15:41:31;GET;/site;200;11225;1231594
192.168.1.1;2013/10/03 15:41:32;GET;/site;200;11063;1249125
192.168.1.1;2013/10/03 15:41:33;GET;/site;200;10853;1286132
192.168.1.1;2013/10/03 15:41:37;GET;/site;200;10900;1467753
